id,nombre,apellidoPaterno,apellidoMaterno,ci,fechaNacimiento,telefono,sexo,direccion,email,email_verified_at,password,type,remember_token,created_at,updated_at
439,MIA,RIBERA,MARIACA,16426510,'2012-03-14',74126333,F,CALLE BALLIVIÁN 565,MIARIBERAMARIACA@gmail.com,,16426510,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
440,THIAGO,RIVERO,PEREDO,16341047,'2012-01-20',74126334,M,AV. 6 DE AGOSTO 676,THIAGORIVEROPEREDO@gmail.com,,16341047,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
441,LUCAS,SENSANO,EGUEZ,16158296,'2013-09-28',74126335,M,CALLE AROMA 787,LUCASSENSANOEGUEZ@gmail.com,,16158296,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
442,BILLY,SEVERICHE,PAROBA,16462463,'2012-06-29',74126336,M,AV. 12 DE JULIO 898,BILLYSEVERICHEPAROBA@gmail.com,,16462463,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
443,JESSIAH,SUPEPI,SAUCEDO,16302926,'2012-01-04',74126337,F,CALLE LEMOINE 909,JESSIAHSUPEPISAUCEDO@gmail.com,,16302926,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
444,ALEXA,TAPIA,IBAÑEZ,16150003,'2013-09-23',74126338,F,AV. 25 DE MAYO 111,ALEXATAPIAIBAÑEZ@gmail.com,,16150003,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
445,VICTORIA,USIEDA,CLAROS,16268298,'2013-12-10',74126339,F,CALLE ANICETO ARCE 222,VICTORIAUSIEDACLAROS@gmail.com,,16268298,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
446,NAIM,VARGAS,TERRAZAS,16241487,'2013-11-19',74126340,M,AV. 24 DE SEPTIEMBRE 333,NAIMVARGASTERRAZAS@gmail.com,,16241487,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
447,HACSA,VELA,SOLAMAYO,17509167,'2013-08-12',74126341,F,CALLE LIBERTAD 444,HACSAVELASOLAMAYO@gmail.com,,17509167,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
448,AUSTIN,VILLALBA,CARMONA,16006392,'2013-07-11',74126342,M,AV. 10 DE NOVIEMBRE 555,AUSTINVILLALBACARMONA@gmail.com,,16006392,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
449,ALBA,YAMPARA,TINTAYA,16441389,'2012-05-06',74126343,F,CALLE MERCADO 666,ALBAYAMPARATINTAYA@gmail.com,,16441389,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
450,MAYVI,ZEBALLOS,SOLIZ,16544100,'2012-03-07',74126344,F,AV. 23 DE MARZO 777,MAYVIZEBALLOSSOLIZ@gmail.com,,16544100,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
451,CALEB,ZELAYA,MENA,16442307,'2012-05-09',74126345,M,CALLE GUARAYOS 888,CALEBZELAYAMENA@gmail.com,,16442307,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
452,ELISA,GUZMAN,MELODI,17357188,'2011-09-04',74126346,F,AV. INDEPENDENCIA 999,ELISAGUZMANMELODI@gmail.com,,17357188,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
453,LUIS,AGUILAR,POÑEZ,17377313,'2011-10-29',74126347,M,CALLE BENI 121,LUISAGUILARPOÑEZ@gmail.com,,17377313,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
454,ARLETH,ALBARRACIN,PARABA,15529745,'2011-12-05',74126348,F,AV. LA SALLE 232,ARLETHALBARRACINPARABA@gmail.com,,15529745,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
455,CARLA,ANDRADE,MONTAÑO,15907668,'2010-05-21',74126349,F,CALLE JUNÍN 343,CARLAANDRADEMONTAÑO@gmail.com,,15907668,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
456,REBECA,ANTIARE,GABRIEL,17334243,'2011-07-07',74126350,F,AV. IRALA 454,REBECAANTIAREGABRIEL@gmail.com,,17334243,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
457,ZABDIEL,ARCE,GALVEZ,15930271,'2010-05-31',74126351,M,CALLE BOLÍVAR 808. QUINTO ANILLO,ZABDIELARCEGALVEZ@gmail.com,,15930271,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
458,HAZEL,BARJA,GALVEZ,15930272,'2010-06-11',74126352,M,AV. ROCA Y CORONADO 676,HAZELBARJAGALVEZ@gmail.com,,15930272,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
459,LUCIO,CARLO,ARI,15538111,'2011-12-12',74126353,M,CALLE COCHABAMBA 787,LUCIOCARLOARI@gmail.com,,15538111,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
460,PAUL,CHOQUE,CRESPO,15376807,'2011-08-20',74126354,M,AV. CENTENARIO 898,PAULCHOQUECRESPO@gmail.com,,15376807,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
461,NICOLAS,CORIA,CRUZ,15362709,'2011-08-07',74126355,M,CALLE SUCRE 909,NICOLASCORIACRUZ@gmail.com,,15362709,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
462,LUCAS,CRESPO,MOCHO,15881271,'2010-05-13',74126356,M,AV. SANTOS DUMONT 111,LUCASCRESPOMOCHO@gmail.com,,15881271,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
463,ROSARIO,DAZA,ESPADA,15494721,'2011-11-04',74126357,F,CALLE ESPAÑA 222,ROSARIODAZAESPADA@gmail.com,,15494721,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
464,DARIANA,DAZA,MORENO,15496619,'2011-11-06',74126358,F,AV. CRISTO REDENTOR 333,DARIANADAZAMORENO@gmail.com,,15496619,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
465,VALENTINA,DORADO,GALVIZ,15653383,'2010-02-06',74126359,F,CALLE FLORIDA 444,VALENTINADORADOGALVIZ@gmail.com,,15653383,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
466,AARON,FERNANDEZ,CABELLO,15813414,'2010-04-10',74126360,M,AV. SAN MARTÍN 555,AARONFERNANDEZCABELLO@gmail.com,,15813414,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
467,DAYANE,FLORES,PEÑARANDA,15913654,'2010-05-24',74126361,F,CALLE BOLÍVAR 666,DAYANEFLORESPEÑARANDA@gmail.com,,15913654,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
468,ALEX,FLORES,SURUVI,15521963,'2011-11-27',74126362,M,AV. ALEMANA 777,ALEXFLORESSURUVI@gmail.com,,15521963,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
469,NATALY,FLORES,PEÑARANDA,15913660,'2010-05-24',74126363,F,CALLE AYACUCHO 888,NATALYFLORESPEÑARANDA@gmail.com,,15913660,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
470,JESUS,GUASASE,VELASCO,15392067,'2011-08-31',74126364,M,AV. GRIGOTÁ 999,JESUSGUASASEVELASCO@gmail.com,,15392067,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
471,LUCY,LIMON,MENDOZA,15904701,'2010-05-21',74126365,F,CALLE PARI 121,LUCYLIMONMENDOZA@gmail.com,,15904701,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
472,DIRSON,LOPEZ,TOLEDO,15349632,'2011-07-25',74126366,M,AV. PARAGUÁ 232,DIRSONLOPEZTOLEDO@gmail.com,,15349632,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
473,FIORELA,MALLEA,ISITA,16111379,'2010-02-20',74126367,F,CALLE BOQUERÓN 343,FIORELAMALLEAISITA@gmail.com,,16111379,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
474,AISAK,MENDEZ,MEDINA,16111380,'2010-03-20',74126368,F,AV. BANZER 454,AISAKMENDEZMEDINA@gmail.com,,16111380,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
475,DANNA,MENDEZ,PACHURI,15328334,'2011-07-08',74126369,F,CALLE WARNES 565,DANNAMENDEZPACHURI@gmail.com,,15328334,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
476,JOSDANYELY,MESIA,RENGEL,15328335,'2010-04-02',74126370,F,AV. TRES PASOS AL FRENTE 676,JOSDANYELYMESIARENGEL@gmail.com,,15328335,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
477,BRIANA,MOLINA,VARGAS,15358990,'2011-08-03',74126371,F,CALLE LIBERTAD 787,BRIANAMOLINAVARGAS@gmail.com,,15358990,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
478,REYCHEL,MORALES,SANCHEZ,15802722,'2010-04-08',74126372,F,AV. MUTUALISTA 898,REYCHELMORALESSANCHEZ@gmail.com,,15802722,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
479,OSCAR,PENARANDA,AGUILERA,15364919,'2011-08-10',74126373,M,CALLE COCHABAMBA 909,OSCARPENARANDAAGUILERA@gmail.com,,15364919,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
480,LUIS,PEREDO,PANIAGUA,15592333,'2010-01-14',74126374,M,AV. VIRGEN DE COTOCA 111,LUISPEREDOPANIAGUA@gmail.com,,15592333,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
481,LEISA,PEREZ,GARNICA,15970902,'2010-06-25',74126375,F,CALLE INDEPENDENCIA 222,LEISAPEREZGARNICA@gmail.com,,15970902,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
482,LENA,QUENA,OYOLA,15953605,'2010-06-12',74126376,F,AV. CENTENARIO 333,LENAQUENAOYOLA@gmail.com,,15953605,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
483,LUCIA,ROA,RIOS,15376216,'2011-08-19',74126377,F,CALLE CAMACHO 444,LUCIAROARIOS@gmail.com,,15376216,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
484,AVITMAEL,SALVATIERRA,CUASACE,16723397,'2011-08-28',74126378,M,AV. BENI 555,AVITMAELSALVATIERRACUASACE@gmail.com,,16723397,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
485,CARLA,SANTOS,MENGARI,15364811,'2011-08-10',74126379,F,CALLE PIRAÍ 666,CARLASANTOSMENGARI@gmail.com,,15364811,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
486,ERICK,SANTOS,PEDRO,15364812,'2011-07-03',74126380,M,AV. CUARTO ANILLO 777,ERICKSANTOSPEDRO@gmail.com,,15364812,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
487,MIA,SUAREZ,AGUILERA,15852701,'2011-09-23',74126381,F,CALLE ÑUFLO DE CHÁVEZ 888,MIASUAREZAGUILERA@gmail.com,,15852701,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
488,ALBERTH,VALLEJOS,ROBLES,15951356,'2011-07-07',74126382,M,AV. SEGUNDO ANILLO 999,ALBERTHVALLEJOSROBLES@gmail.com,,15951356,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
489,LUHAN,ACHA,JOFFRE,17363201,'2009-07-12',74126383,M,CALLE SUÁREZ ARANA 121,LUHANACHAJOFFRE@gmail.com,,17363201,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
490,SAYURI,ALMANZA,SERRANO,15530207,'2009-12-05',74126384,F,AV. TERCER ANILLO 232,SAYURIALMANZASERRANO@gmail.com,,15530207,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
491,VALENTINA,ALMENDRAS,NOGALES,15782197,'2008-03-30',74126385,F,CALLE PADRE PÉREZ 343,VALENTINAALMENDRASNOGALES@gmail.com,,15782197,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
492,ANTONELA,AÑEZ,HURTADO,15479251,'2009-10-23',74126386,F,AV. CAÑOTO 454,ANTONELAAÑEZHURTADO@gmail.com,,15479251,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
493,JHAN,ARAUZ,FUENTES,17575651,'2009-07-02',74126387,M,AV. ALEMANA 404 . TERCER ANILLO,JHANARAUZFUENTES@gmail.com,,17575651,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
494,CHARLY,ARRAZOLA,MANCILLA,15523988,'2009-11-28',74126388,M,AV. CENTENARIO 777. TERCER ANILLO,CHARLYARRAZOLAMANCILLA@gmail.com,,15523988,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
495,GENESIS,ARTEAGA,BARRIGA,15487534,'2009-10-28',74126389,F,AV. LA SALLE 777,GENESISARTEAGABARRIGA@gmail.com,,15487534,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
496,FRANCIELY,ATIVENA,YARE,15755869,'2008-03-20',74126390,F,AV. SEXTO ANILLO 898,FRANCIELYATIVENAYARE@gmail.com,,15755869,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
497,ALIS,CABRERA,TUNO,15959215,'2008-06-17',74126391,F,CALLE LIBERTAD 909,ALISCABRERATUNO@gmail.com,,15959215,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
498,BENJAMIN,CASANOVA,ARDAYA,15741467,'2008-03-14',74126392,M,AV. SÉPTIMO ANILLO 111,BENJAMINCASANOVAARDAYA@gmail.com,,15741467,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
499,EYTHAN,CHOQUE,ZARABIA,15784718,'2008-03-31',74126393,M,CALLE PARI 222,EYTHANCHOQUEZARABIA@gmail.com,,15784718,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
500,IKER,COTA,CHOQUE,15860607,'2008-04-30',74126394,M,AV. OCTAVO ANILLO 333,IKERCOTACHOQUE@gmail.com,,15860607,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
501,CALEB,CUIZA,VARGAS,16804378,'2009-12-03',74126395,M,CALLE JUNÍN 444,CALEBCUIZAVARGAS@gmail.com,,16804378,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
502,ELLIOT,DIEZ,MANGUIA,15869934,'2008-05-07',74126396,M,AV. NOVENO ANILLO,ELLIOTDIEZMANGUIA@gmail.com,,15869934,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
503,AXEL,DORADO,DORADO,16541753,'2008-05-22',74126397,M,CALLE LIBERTAD N° 123,AXELDORADODORADO@gmail.com,,16541753,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
504,ARLETH,ESCALIER,JUSTINIANO,15866002,'2008-05-03',74126398,F,AVENIDA IRALA N° 456,ARLETHESCALIERJUSTINIANO@gmail.com,,15866002,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
505,LISKAL,GALEANO,HURTADO,16259883,'2009-11-21',74126399,F,CALLE BALLIVIÁN N° 789,LISKALGALEANOHURTADO@gmail.com,,16259883,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
506,SEBASTIAN,GIL,ARAMAYO,15435447,'2009-10-03',74126400,M,AVENIDA CRISTÓBAL DE MENDOZA N° 321,SEBASTIANGILARAMAYO@gmail.com,,15435447,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
507,ROSELYN,GONZALES,ARDAYA,15423421,'2009-09-25',74126401,F,CALLE SUCRE N° 654,ROSELYNGONZALESARDAYA@gmail.com,,15423421,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
508,ALEXANDRA,GONZALES,VASQUEZ,15414374,'2009-09-18',74126402,F,AVENIDA VELARDE N° 987,ALEXANDRAGONZALESVASQUEZ@gmail.com,,15414374,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
509,RENAN,HUMEREZ,VACA,15404915,'2009-09-11',74126403,M,CALLE ÑUFLO DE CHÁVEZ N° 159,RENANHUMEREZVACA@gmail.com,,15404915,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
510,PABLO,JUSTINIANO,MOLINA,17624260,'2008-01-11',74126404,M,AVENIDA MONSEÑOR RIVERO N° 753,PABLOJUSTINIANOMOLINA@gmail.com,,17624260,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
511,LEONEL,LEAÑOS,ZABALA,16170752,'2009-10-31',74126405,M,CALLE BENI N° 852,LEONELLEAÑOSZABALA@gmail.com,,16170752,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
512,FRANCO,LOZA,HERRERA,15924603,'2008-05-29',74126406,M,AVENIDA SAN MARTÍN N° 951,FRANCOLOZAHERRERA@gmail.com,,15924603,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
513,ANYEL,MONTECINOS,CRESPO,15486929,'2009-10-27',74126407,F,CALLE 21 DE MAYO N° 357,ANYELMONTECINOSCRESPO@gmail.com,,15486929,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
514,SOFIA,PACHURI,VICENTE,15918743,'2008-05-29',74126408,F,AVENIDA URUGUAY N° 258,SOFIAPACHURIVICENTE@gmail.com,,15918743,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
515,DANIELA,PARADA,MALDONADO,15621912,'2008-01-24',74126409,F,CALLE COCHABAMBA N° 369,DANIELAPARADAMALDONADO@gmail.com,,15621912,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
516,FLAVIA,PEDRAZA,JIMENEZ,15976267,'2008-06-29',74126410,F,AVENIDA MUTUALISTA N° 147,FLAVIAPEDRAZAJIMENEZ@gmail.com,,15976267,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
517,MATEO,PEÑA,NIETO,15960692,'2008-06-15',74126411,M,CALLE LA PAZ N° 963,MATEOPEÑANIETO@gmail.com,,15960692,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
518,IRENE,PEREZ,CHOQUE,15497950,'2009-11-05',74126412,F,AVENIDA VIRGEN DE COTOCA N° 741,IRENEPEREZCHOQUE@gmail.com,,15497950,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
519,SEBASTIAN,PERON,CAMACHO,16787805,'2009-07-04',74126413,M,CALLE SANTA FE N° 852,SEBASTIANPERONCAMACHO@gmail.com,,16787805,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
520,ABIGAIL,REYES,ORTIZ,16787806,'2008-04-05',74126414,F,AVENIDA SANTOS DUMONT N° 654,ABIGAILREYESORTIZ@gmail.com,,16787806,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
521,JANYNA,RODRIGUEZ,SERRUDO,16393666,'2008-01-08',74126415,F,CALLE MURILLO N° 951,JANYNARODRIGUEZSERRUDO@gmail.com,,16393666,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
522,FERNANDO,SALVATIERRA,GUTIERREZ,15737547,'2008-03-11',74126416,M,AVENIDA CAÑOTO N° 357,FERNANDOSALVATIERRAGUTIERREZ@gmail.com,,15737547,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
523,RAFAEL,SANTILLAN,PEREZ,15858190,'2009-07-15',74126417,M,CALLE MANUEL IGNACIO SALVATIERRA N° 258,RAFAELSANTILLANPEREZ@gmail.com,,15858190,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
524,SARAI,SOSA,ROMAN,15473362,'2009-10-18',74126418,F,AVENIDA ROCA Y CORONADO N° 369,SARAISOSAROMAN@gmail.com,,15473362,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
525,JOSUE,VASQUEZ,MANCILLA,15656244,'2008-02-07',74126419,M,CALLE ANDRÉS IBAÑEZ N° 147,JOSUEVASQUEZMANCILLA@gmail.com,,15656244,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
526,YESICA,AGUILERA,DAZA,15608551,'2008-05-28',74126420,F,AVENIDA 3 PASOS AL FRENTE N° 963,YESICAAGUILERADAZA@gmail.com,,15608551,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
527,THIAGO,AGUILERA,VARGAS,16702223,'2009-03-02',74126421,M,CALLE JUNÍN N° 741,THIAGOAGUILERAVARGAS@gmail.com,,16702223,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
528,FANNY,ALVARADO,COPA,15755446,'2008-12-18',74126422,F,AVENIDA CENTENARIO N° 852,FANNYALVARADOCOPA@gmail.com,,15755446,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
529,BIANCA,AMUSQUIVAR,ESCALANTE,15164641,'2009-01-21',74126423,F,CALLE BALLIVIÁN 676,BIANCAAMUSQUIVARESCALANTE@gmail.com,,15164641,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
530,SAORI,ANDRADE,MONTAÑO,16373389,'2008-11-09',74126424,F,CALLE JUNÍN 343,SAORIANDRADEMONTAÑO@gmail.com,,16373389,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
531,BIANCA,ARAUZ,FUENTES,16373390,'2009-09-25',74126425,F,AV. ALEMANA 404 . TERCER ANILLO,BIANCAARAUZFUENTES@gmail.com,,16373390,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
532,ZOE,ARTEAGA,MEDRANO,15503645,'2008-10-21',74126426,F,CALLE JUNÍN 565. NOVENO ANILLO,ZOEARTEAGAMEDRANO@gmail.com,,15503645,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
533,ERLAN,BALCAZAR,PIMENTEL,15902196,'2008-11-25',74126427,M,CALLE INDEPENDENCIA N° 369,ERLANBALCAZARPIMENTEL@gmail.com,,15902196,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
534,FAVIO,CABELLO,CARY,15281649,'2008-05-03',74126428,M,AVENIDA PARAGUA N° 147,FAVIOCABELLOCARY@gmail.com,,15281649,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
535,SEBASTIAN,CALDERON,PARABA,17308687,'2009-05-14',74126429,M,CALLE ORURO N° 963,SEBASTIANCALDERONPARABA@gmail.com,,17308687,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
536,DEIVER,CERVANTES,HERNANDEZ,17308688,'2008-12-25',74126430,M,AVENIDA BANZER N° 741,DEIVERCERVANTESHERNANDEZ@gmail.com,,17308688,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
537,SANTIAGO,CHAMBI,MENDOZA,15232523,'2009-04-06',74126431,M,CALLE AYACUCHO N° 852,SANTIAGOCHAMBIMENDOZA@gmail.com,,15232523,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
538,CARMEN,DELAGUILA,HUARACHI,15808607,'2009-04-10',74126432,F,AVENIDA PIRAÍ N° 654,CARMENDELAGUILAHUARACHI@gmail.com,,15808607,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
539,MIGUEL,DIAZ,JOU,15828693,'2008-09-17',74126433,M,CALLE TARIJA N° 951,MIGUELDIAZJOU@gmail.com,,15828693,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
540,YIRELI,EGUEZ,FERNANDEZ,17283930,'2009-05-29',74126434,F,AVENIDA VIRGEN DE LUJÁN N° 357,YIRELIEGUEZFERNANDEZ@gmail.com,,17283930,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
541,KEYLOR,ESPINOZA,MENACHO,17283931,'2009-04-20',74126435,M,CALLE COLÓN N° 258,KEYLORESPINOZAMENACHO@gmail.com,,17283931,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
542,TANY,FLORES,CONTRERAS,16893975,'2009-01-26',74126436,F,AVENIDA LOS CUSIS N° 369,TANYFLORESCONTRERAS@gmail.com,,16893975,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
543,LUCAS,GALVEZ,GARNICA,16893976,'2009-12-07',74126437,M,CALLE ARENALES N° 147,LUCASGALVEZGARNICA@gmail.com,,16893976,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
544,JOSE,GONZALES,MONTERO,15223424,'2008-03-05',74126438,M,AVENIDA LAS AMÉRICAS N° 963,JOSEGONZALESMONTERO@gmail.com,,15223424,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
545,YASAEL,GUTIERREZ,SANCHEZ,16652733,'2008-12-13',74126439,M,CALLE VALLEGRANDE N° 741,YASAELGUTIERREZSANCHEZ@gmail.com,,16652733,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
546,MATEO,LLANOS,ROMERO,17039819,'2008-12-10',74126440,M,AVENIDA CUMAVI N° 852,MATEOLLANOSROMERO@gmail.com,,17039819,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
547,GAEL,LOAYZA,VARGAS,15238354,'2009-04-13',74126441,M,CALLE CALAMA N° 654,GAELLOAYZAVARGAS@gmail.com,,15238354,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
548,ROSALINDA,LOPEZ,SIBILA,17338623,'2009-08-09',74126442,F,AVENIDA SUDAMERICANA N° 951,ROSALINDALOPEZSIBILA@gmail.com,,17338623,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
549,THAMARA,MENDEZ,CARRILLO,15369009,'2008-12-01',74126443,F,CALLE BOUCH N° 357,THAMARAMENDEZCARRILLO@gmail.com,,15369009,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
550,ANTHONELLA,MORALES,NEGRETE,17329928,'2009-02-17',74126444,F,AVENIDA LOS LOTES N° 258,ANTHONELLAMORALESNEGRETE@gmail.com,,17329928,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
551,OLIVERT,OSORIO,ROMERO,17612233,'2009-01-10',74126445,M,CALLE WARNES N° 369,OLIVERTOSORIOROMERO@gmail.com,,17612233,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
552,ANA,OSORIO,ROMERO,17612209,'2008-10-05',74126446,F,AVENIDA BUSH N° 147,ANAOSORIOROMERO@gmail.com,,17612209,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
553,REGINA,PEREZ,CHUVE,15516506,'2009-02-08',74126447,F,AV. BENI 123. SEGUNDO ANILLO,REGINAPEREZCHUVE@gmail.com,,15516506,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
554,JOHANA,PINTO,ROSALES,15201336,'2009-03-07',74126448,F,CALLE AYACUCHO 456. TERCER ANILLO,JOHANAPINTOROSALES@gmail.com,,15201336,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
555,BRENARITZA,SALVATIERRA,ROMERO,15201337,'2009-03-27',74126449,F,AV. BANZER 789. CUARTO ANILLO,BRENARITZASALVATIERRAROMERO@gmail.com,,15201337,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
556,NATHALIA,VARGAS,VELGAR,15201338,'2009-12-23',74126450,F,CALLE FLORIDA 101. QUINTO ANILLO,NATHALIAVARGASVELGAR@gmail.com,,15201338,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
557,JHON,ALBORNOZ,GUARAYO,14862181,'2009-01-18',74126451,M,AV. TRES PASOS AL FRENTE 202. QUINTO ANILLO,JHONALBORNOZGUARAYO@gmail.com,,14862181,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
558,EYMI,BURGOA,RIVERA,14991708,'2009-05-01',74126452,F,CALLE ESPAÑA 303,EYMIBURGOARIVERA@gmail.com,,14991708,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
559,MARCUS,CABRERA,TUNO,16628935,'2010-10-04',74126453,M,CALLE LIBERTAD 909,MARCUSCABRERATUNO@gmail.com,,16628935,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
560,BRIAN,CALDERON,SANCHEZ,16628936,'2010-07-06',74126454,M,CALLE SUCRE 505,BRIANCALDERONSANCHEZ@gmail.com,,16628936,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
