id,nombre,apellidoPaterno,apellidoMaterno,ci,fechaNacimiento,telefono,sexo,direccion,email,email_verified_at,password,type,remember_token,created_at,updated_at
366,DAVE,ROCA,ZEGARRA,16334435,'2014-06-19',74126260,M,CALLE LIBERTAD 222,DAVEROCAZEGARRA@gmail.com,,$2y$10$X8zPnCLtyBCZ..XCUZvwD.taMCW1gbyG5eaFXj.7PKMgCvkLYfa2.,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
367,OSCAR,ROMERO,SUCRE,16334436,'2013-05-06',74126261,M,AV. SÉPTIMO ANILLO 333,OSCARROMEROSUCRE@gmail.com,,$2y$10$sldmUG7EO/B1q6ACRH5WeuU5XwRywO0.097doQhSkF3QmaAV1WDRK,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
368,ESCARLETH,SALAZAR,CUELLAR,16701022,'2012-02-15',74126262,F,CALLE PARI 444,ESCARLETHSALAZARCUELLAR@gmail.com,,$2y$10$96lCFswotfejsI61AOkkju61FuMokTeGB.mWC5aJRKKPiGtaYjtT2,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
369,EMANUEL,SALVATIERRA,GUTIERREZ,14969824,'2014-01-07',74126263,M,AV. OCTAVO ANILLO 555,EMANUELSALVATIERRAGUTIERREZ@gmail.com,,$2y$10$Hcr6gQBAXRcfpMhEoBHiWO6w/JpARf/BewNYxn77vKm.11yw7yaZy,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
370,PERLA,SIVIORA,MONTERO,14337173,'2010-04-26',74126264,F,CALLE JUNÍN 666. SÉPTIMO ANILLO,PERLASIVIORAMONTERO@gmail.com,,$2y$10$4jIKo4aCdwvpzPPyiUGVnu5JXQ2rv6EFTcqbhlZ3DwWuXWefQQZtW,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
371,EUNICE,TOMICHA,FLORES,16414786,'2013-07-30',74126265,F,AV. NOVENO ANILLO 777,EUNICETOMICHAFLORES@gmail.com,,$2y$10$daDJ/OTx9RSFPGHOIDc5a.mddpxhmvIPIO27a/a7LRs4o4cz/Amaq,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
372,OSCAR,VALLE,REYES,17112848,'2014-05-17',74126266,M,CALLE BENI 888 ,OSCARVALLEREYES@gmail.com,,$2y$10$PLyOdva5LwXQgvhASaIlWe1Z5Io28Kj0ay6HXFjRw42KlIsGYfzxi,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
373,SANTIAGO,VELASCO,SUCRE,16211500,'2012-10-17',74126267,M,AV. DÉCIMO ANILLO 999,SANTIAGOVELASCOSUCRE@gmail.com,,$2y$10$dSo2GYFI8UbUiPFxOy9fSOyUur9wwR/8val59wKC.BLBq0UEKEriK,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
374,ERIK,ZEBALLOS,SOLIZ,16828002,'2013-05-24',74126268,M,AV. DÉCIMO ANILLO 998,ERIKZEBALLOSSOLIZ@gmail.com,,$2y$10$tbVEw3RcF6VjUJeTCrDPtOk6E3oB/cPLuzCyOI8a7CvBxSJa63xD2,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
375,NICOLAS,AGUILAR,CANALES,16922298,'2012-08-19',74126269,M,CALLE GUARAYOS 444,NICOLASAGUILARCANALES@gmail.com,,$2y$10$a5ga0Zv/.Pt/t1q430d.UuhFVQm2nM51yfayf6LjZylEEu/s3i0A6,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
376,ANDRES,AGUILAR,NOYA,16922299,'2013-03-21',74126270,M,AV. INDEPENDENCIA 555,ANDRESAGUILARNOYA@gmail.com,,$2y$10$.MrCbSsfWEHkEtBYRCEZLu6UHZNPjBrmhWy/.3g0PCqDiL19UJjjW,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
377,SAMIR,APARICIO,FERRUFINO,14053438,'2013-02-13',74126271,M,CALLE BENI 666,SAMIRAPARICIOFERRUFINO@gmail.com,,$2y$10$XucBftZsEARVm8WLiNvt3OGbthjAmdlR7omOGyP4UGvWD/WQkN78S,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
378,YELSY,ARTEAGA,BARRIGA,14053439,'2012-09-13',74126272,F,AV. LA SALLE 777,YELSYARTEAGABARRIGA@gmail.com,,$2y$10$l8egYWRndrBXvAjewXyFQOFW8GXXY0Yv.Ewh7w21lzEaE2FXyIciG,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
379,RIANA,BAIGORRIA,MOYA,13096796,'2012-07-14',74126273,F,CALLE AYACUCHO 111,RIANABAIGORRIAMOYA@gmail.com,,$2y$10$35FpKuiEh5HPuhSNbR2bPeDXfjXWI56SNlsZFwttjef9Gj1QHainG,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
380,ROSMERI,BALZA,HERRERA,13096797,'2012-07-28',74126274,F,AV. IRALA 999,ROSMERIBALZAHERRERA@gmail.com,,$2y$10$11qPHqXTXRwhFeA4KP1VU.rUKZpsCz/alpYZewnWgiPLhBCwSp2V2,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
381,GIOVANNI,CLAURE,RODRIGUEZ,13670822,'2011-08-28',74126275,F,CALLE POTOSÍ 121,GIOVANNICLAURERODRIGUEZ@gmail.com,,$2y$10$AtR/rDnc4FbjNpG0qoSVyOGGCzjjHJtOaoBRNkcVg73Y/W8FlkdG.,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
382,NATALIA,DORADO,GALVIZ,15549408,'2013-02-17',74126276,F,AV. ROCA Y CORONADO 232,NATALIADORADOGALVIZ@gmail.com,,$2y$10$MsKdHZ4Ux0ngglySc3a5geBStxjaqE450zMvcCSCYq3hUDyhqnqgi,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
383,CAROL,FRANCO,MORALES,15519712,'2012-09-21',74126277,F,CALLE COCHABAMBA 343,CAROLFRANCOMORALES@gmail.com,,$2y$10$F5VUUqEDmY8Jk5z/7dB3jOF59xw3GXmdbO3Tm8SqrH5kkbf0Fbz0i,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
384,BRIANA,GARCIA,CARRILLO,14623767,'2013-06-15',74126278,F,AV. CENTENARIO 454,BRIANAGARCIACARRILLO@gmail.com,,$2y$10$rBAU62ypXCQbDoiMPCe18.bYKLnuAGeHBqddYn52f2RfQf7cfOyp.,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
385,SHARID,HEREDIA,GUZMAN,15172341,'2013-05-26',74126279,F,CALLE SUCRE 565,SHARIDHEREDIAGUZMAN@gmail.com,,$2y$10$20eWe95OmBqQe/gbfP83Eui8ykTqCYFSAM0FMS74Yg6VYqvaXgS9u,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
386,CARLOS,JUSTINIANO,AGUILERA,16988607,'2012-09-27',74126280,M,AV. SANTOS DUMONT 676,CARLOSJUSTINIANOAGUILERA@gmail.com,,$2y$10$nxbRLBr2ySBsE2kVZGBTUOjmKIozFly6Xq1uU/1dVNugU.z4.2Fue,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
387,JHON,LANGUIDEY,MITA,15960947,'2012-09-26',74126281,M,CALLE ESPAÑA 787,JHONLANGUIDEYMITA@gmail.com,,$2y$10$4KXaP/rcP1mQ/UodUqeYDOgXPeoTiLyxTwC0ZVBeB47bsiCT3yMLK,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
388,SELENA,LOAYZA,AVILA,14808011,'2012-07-28',74126282,F,AV. CRISTO REDENTOR 898,SELENALOAYZAAVILA@gmail.com,,$2y$10$8E0TJK8/Xthg8H1iqmB9TuMlWIrj6hw18rcFosvYxGHa13N9CC.OW,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
389,LUCIA,LOPEZ,VARGAS,14472533,'2009-12-21',74126283,F,CALLE FLORIDA 909,LUCIALOPEZVARGAS@gmail.com,,$2y$10$.ycPFtUMponQl7GBSVW9muHplmeRajvd3F90ZIbqLPB7M2fUqcbDy,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
390,SEBASTIAN,MAITA,FERNANDEZ,15031035,'2010-03-10',74126284,M,AV. SAN MARTÍN 111,SEBASTIANMAITAFERNANDEZ@gmail.com,,$2y$10$9OfMerVH7Iu5fkve4gcqRuxk/Xfs6NNvtmThux1Tq1zCRcqV6N652,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
391,JOSE,MARTINEZ,FLORES,16212494,'2010-07-20',74126285,M,CALLE BOLÍVAR 222,JOSEMARTINEZFLORES@gmail.com,,$2y$10$ndyE6fIK6ddhGqJEXa9yCOd8MjuMAsdJf9fRzKD8B0K1cKmgRnMpK,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
392,ERIC,MAYTA,NINA,14823931,'2012-02-06',74126286,M,AV. ALEMANA 333,ERICMAYTANINA@gmail.com,,$2y$10$r0p8oNPFzTah8YrSg5tiIOg3OkmBi3X1G7t/0UGeBowKy78xXKIFG,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
393,MIJAEL,MEDINA,CONDE,13543413,'2011-04-08',74126287,M,CALLE AYACUCHO 444,MIJAELMEDINACONDE@gmail.com,,$2y$10$9SCIuX4jMvetBPe4rtiLse8Tx1TWrUh29./u1jafHzlyV0j1uwvR.,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
394,BRUNA,MELEAN,ARIAS,17023729,'2011-02-04',74126288,F,AV. GRIGOTÁ 555,BRUNAMELEANARIAS@gmail.com,,$2y$10$.07W3Yxd4.c1lttk.oGhr.g.87uLokRKPUgQ1kyl6n/9YubUQt4JW,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
395,MARIA,MICHEL,CHAIGUE,15241770,'2012-05-19',74126289,F,CALLE PARI 666,MARIAMICHELCHAIGUE@gmail.com,,$2y$10$h9fs498LQa6jnLBCaf2mT.a8kJCv/V3S0hMkypUL4TWB4/orrONZm,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
396,BRIGITH,MORALES,SANCHEZ,15268744,'2013-02-14',74126290,F,AV. PARAGUÁ 777,BRIGITHMORALESSANCHEZ@gmail.com,,$2y$10$yTSJOrOOiPySgPKGX4KjwuXy1xMdx1HIRPcYC4k/TcQF7.uaB9wRa,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
397,DAVIAXNIS,QUIROZ,FIGUEREDO,15268745,'2010-06-17',74126291,M,CALLE BOQUERÓN 888,DAVIAXNISQUIROZFIGUEREDO@gmail.com,,$2y$10$xMdEFEJFtQo6Z.cn.JA35uOaM2m44E3WHjwXDBfFqrRC.3UDEydO.,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
398,ARIANNE,ROCA,FLORES,16964692,'2013-03-22',74126292,F,AV. BANZER 999,ARIANNEROCAFLORES@gmail.com,,$2y$10$oV9CpxbUP0ULyW.0LA5ECuXDbyYNRCfiikPxl1KqXlWk4APDmyuwe,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
399,MATIAS,RODRIGUEZ,ALARCON,16922152,'2013-01-12',74126293,M,CALLE WARNES 121,MATIASRODRIGUEZALARCON@gmail.com,,$2y$10$xOVlkFWaREd4Ce.M6uPJ/ea6gbZuKhZroUZI3bgfMo40ISeDRLdem,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
400,BRITHANNY,RUIZ,JUSTINIANO,15928777,'2012-03-21',74126294,F,AV. TRES PASOS AL FRENTE 232,BRITHANNYRUIZJUSTINIANO@gmail.com,,$2y$10$CM1LzlPdl5eMiKE.DZJQi.S2bnMPaObOfaRbW6WarjD3SKACQNwAy,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
401,THIAGO,SAENZ,MARTINS,15253366,'2012-12-26',74126295,M,CALLE LIBERTAD 343,THIAGOSAENZMARTINS@gmail.com,,$2y$10$SsVbrgcI22xNLpGjgQdMlOJoC9K6RbmWL9aKuub.vsVGEOy6Oe.Uu,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
402,VALENTINA,SALAZAR,VALDEZ,17035356,'2013-05-30',74126296,F,AV. MUTUALISTA 454,VALENTINASALAZARVALDEZ@gmail.com,,$2y$10$sdW3y2dUEzPFnT5W5eVlSellwYFDefcosYc.ote6TDYiGrX3bfsDe,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
403,LUCAS,SALAZAR,ALMAZAN,14469197,'2012-10-12',74126297,M,CALLE COCHABAMBA 565,LUCASSALAZARALMAZAN@gmail.com,,$2y$10$Iz0n1GSBBh4vFmCeuJUayeKHIwCMOSWyyrEqMnUyszQY22DSWemzy,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
404,DIEGO,SANTOS,TIRADO,13143581,'2013-01-31',74126298,M,AV. VIRGEN DE COTOCA 676,DIEGOSANTOSTIRADO@gmail.com,,$2y$10$kPjFPgjsSGJn2tpv3WoUZunIQkd6bjlxmaEltr2FCaspEoOgT1W3K,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
405,JESUS,SEGALES,UYUQUIPA,13143582,'2013-06-27',74126299,M,CALLE INDEPENDENCIA 787,JESUSSEGALESUYUQUIPA@gmail.com,,$2y$10$PwGd/NA0Hfj0ip4rMIkQKOBenzV5qeAcE7d7SJVg7GaPP39JVOJKa,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
406,LEIDI,SUAREZ,ORTIZ,16004632,'2013-05-04',74126300,F,AV. CENTENARIO 898,LEIDISUAREZORTIZ@gmail.com,,$2y$10$HnjNzoV5XN49hhUpDrZkZO1of8zB06AABisZdhyc1EzuTr/6GhSGe,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
407,JHOAN,TRUJILLO,VARGAS,15971610,'2013-03-02',74126301,M,CALLE CAMACHO 909,JHOANTRUJILLOVARGAS@gmail.com,,$2y$10$cdD.4m6v7GGonVSJ8CeuUuMhW6h2QX.gG6fxyrwkmdrrl96hSmsXu,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
408,PAULA,VARGAS,COARITE,16192690,'2012-12-29',74126302,F,AV. BENI 111,PAULAVARGASCOARITE@gmail.com,,$2y$10$3Zjk.dx.BC.BVhoKoDH3seHkKOSGwwnPUSyEKGouOzUbEYqLNJBki,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
409,ALI,VARGAS,CRUZ,16192691,'2013-01-09',74126303,F,CALLE PIRAÍ 222,ALIVARGASCRUZ@gmail.com,,$2y$10$ePs0EKSpoSYqRXEjxNlp8.jmispHtI947Y55ZFveM9hW1u7XMEU.m,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
410,MATEO,VELASQUEZ,VALLE,16192692,'2011-03-02',74126304,M,AV. CUARTO ANILLO 333,MATEOVELASQUEZVALLE@gmail.com,,$2y$10$qnp7ipJXWwkUNImfBhmAMeRBBalbaA8UvWYT6uXCgSdh9MCW/xFSq,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
411,DANIEL,AGUIRRE,MARTINEZ,16750756,'2012-05-29',74126305,M,CALLE ÑUFLO DE CHÁVEZ 444,DANIELAGUIRREMARTINEZ@gmail.com,,$2y$10$A2mdHj78fU2/xkrm01rGVe67diduipji5U5U9HwqD27HG8QllBUm.,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
412,RENATA,ALBA,TAMBO,16260610,'2013-12-05',74126306,F,AV. CAÑOTO 101,RENATAALBATAMBO@gmail.com,,$2y$10$Q7cjWCUu/KCZMFyAiBNzh.QF.Blcj58yJMaCVRPckeaBCprdN4wuS,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
413,NATASHA,APAZA,ARROYO,16558279,'2013-10-10',74126307,F,CALLE SUÁREZ ARANA 666,NATASHAAPAZAARROYO@gmail.com,,$2y$10$aOfv9bAxDWf05NCrpr2iAeTRsMxWHXnakfgDlyDh4mfaz8JCGbriO,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
414,IRLANDA,ARRAZOLA,MANCILLA,16217573,'2013-10-23',74126308,F,AV. CENTENARIO 777. TERCER ANILLO,IRLANDAARRAZOLAMANCILLA@gmail.com,,$2y$10$FTWGw29oKvRTT5nY3vg9besTeTlBilKdklTAWsoonNjcaqH5ivRoe,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
415,GLORIA,AYLAN,GONZALES,16374345,'2012-02-07',74126309,F,CALLE PADRE PÉREZ 888,GLORIAAYLANGONZALES@gmail.com,,$2y$10$mzMraJeCWG7GgAvkufDgeuj0Xnjd6RrCAmmqJiB7EDqz7dYUZTB2e,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
416,CARLOS,BARJA,ALMAZAN,16438473,'2012-04-28',74126310,M,AV. GRIGOTÁ 222 . PRIMER ANILLO,CARLOSBARJAALMAZAN@gmail.com,,$2y$10$LocaGK/BRCCpTsrfuGbkc.Xh8ILjq7Ccalo5eAitv4CzChEsW1K.e,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
417,LUIS,BLANCO,CHOQUE,16346964,'2012-01-22',74126311,M,AV. 12 DE JULIO 111,LUISBLANCOCHOQUE@gmail.com,,$2y$10$skxwnagTfibK5IE4dFbnCODP1Wcn6kkPTUuHkqWf13mIrB0oKulKO,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
418,RENATA,CALISAYA,JUSTINIANO,16448650,'2012-05-25',74126312,F,AV. BANZER 789,RENATACALISAYAJUSTINIANO@gmail.com,,$2y$10$z2J4SffA5.L/rmdOQV.EquuCIw8vHm57FcnGnlYaeqBfsvlNBuR5K,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
419,MATIAS,CARMONA,FLORES,16327487,'2012-01-15',74126313,M,CALLE LIBERTAD 999,MATIASCARMONAFLORES@gmail.com,,$2y$10$/1b1DZWPLdZs7tWOiHBHqeFMk50f7C7kqikO6dPBmbYqwrcNIuOxW,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
420,DANIA,CHAMBI,MENDOZA,16441473,'2012-05-06',74126314,F,AV. SEXTO ANILLO 454,DANIACHAMBIMENDOZA@gmail.com,,$2y$10$D.9nv1mCTu9wVpoiOUkJIeus1UEuCl1ZHPaxevgKtBgiUPWmqUlke,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
421,SAMIRA,CHIRILLA,ROMERO,16149766,'2013-09-23',74126315,F,CALLE LIBERTAD 565,SAMIRACHIRILLAROMERO@gmail.com,,$2y$10$0JoHucw9Rvkjt9d.X6NbVO02a8PuUa4ye1ZNgZFWcPOPfVfqplGZi,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
422,LUCAS,CLAURE,PEÑA,16148305,'2013-09-23',74126316,M,AV. SÉPTIMO ANILLO 676,LUCASCLAUREPEÑA@gmail.com,,$2y$10$AtyDNOOMoWzth.lWRq93TuqZAqExcQiiWXivlie0AcAZEGkuAPUdy,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
423,NOELIA,CORTEZ,BARRIENTOS,16243848,'2013-11-21',74126317,F,CALLE PARI 787,NOELIACORTEZBARRIENTOS@gmail.com,,$2y$10$XUdD7PBoukrE4o7F8Mpch.o5KhfbuNjrF4iN1WN1sZmFdh5G3hhLy,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
424,TADEO,FERNANDEZ,LIMON,16437054,'2012-04-24',74126318,M,AV. OCTAVO ANILLO 898,TADEOFERNANDEZLIMON@gmail.com,,$2y$10$imUuM3SlvGVIbsHsnMz5DOYFyQr.UWTVzNeVWLIl3wyXmB8wsEON2,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
425,DILBER,FLORES,MAMANI,16370297,'2012-02-05',74126319,M,CALLE JUNÍN 909,DILBERFLORESMAMANI@gmail.com,,$2y$10$oBoHM8MML38oYTa28M/AgegYwB2x7qSmqVksXcW1au5TdDHW129Mi,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
426,XIOMARA,FLORES,PADILLA,16443253,'2012-05-10',74126320,F,AV. NOVENO ANILLO 111,XIOMARAFLORESPADILLA@gmail.com,,$2y$10$3xFo1m89Y3KrkqdMmzBF0uRblM4UQPqtA42.JuT/S2wMBgBVYkbbq,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
427,CAMILA,GUTIERREZ,OLIVA,16120531,'2013-09-06',74126321,F,CALLE BENI 222,CAMILAGUTIERREZOLIVA@gmail.com,,$2y$10$iXmCqMQUy91/n6YLKMskJeiqS5yDt0101hN3/CqKEVrqoKfc/pq1e,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
428,YORGELYS,IBAÑEZ,APAZA,16445821,'2012-05-18',74126322,F,AV. DÉCIMO ANILLO 333,YORGELYSIBAÑEZAPAZA@gmail.com,,$2y$10$INmPDRJMAgPETuY9OsXhdejuvNmYTi/EQFx20XYQv7ekhBoxr6.m.,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
429,LUCIA,JALDIN,ALPIRE,16450223,'2012-05-25',74126323,F,CALLE CAMACHO 444,LUCIAJALDINALPIRE@gmail.com,,$2y$10$tYKZKNb4KwDyF8tXJsDRcOq5GwDjkzAmxBzb8ouDuN4VPAYDbQbc6,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
430,DILAN,JUSTINIANO,JUSTINIANO,17264236,'2012-05-30',74126324,M,AV. INDEPENDENCIA 555,DILANJUSTINIANOJUSTINIANO@gmail.com,,$2y$10$.96ynn9cxav33YzOe5TwGebq0v9oXVl4xZ83TCzrA9jzYICSphD/q,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
431,LUIS,LIMACHI,CHORE,17073565,'2013-07-05',74126325,M,CALLE COLÓN 666,LUISLIMACHICHORE@gmail.com,,$2y$10$yipU.U0tn1lj/Arrg8G.o.EQ1FnLAnB15sScxtDj3QT0jZsM.DvOK,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
432,MAYA,LLANOS,ROMERO,16064011,'2013-08-10',74126326,F,AV. PRIMAVERA 777,MAYALLANOSROMERO@gmail.com,,$2y$10$gP09AwMYSPx22hfJmbMtA.aR0/C7vER78aav90gBpI7/6AXI1L3Sa,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
433,DANA,MAMANI,ATTO,16228626,'2013-11-02',74126327,F,CALLE MERCADO 888,DANAMAMANIATTO@gmail.com,,$2y$10$zOZYo8/xeQpLQPKZgdRBTOCKi1UhghvGfhqMh3EmwXZHhiW2haXrO,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
434,NAYLA,MANJARES,HEREDIA,17590705,'2012-04-29',74126328,F,AV. 26 DE FEBRERO 999,NAYLAMANJARESHEREDIA@gmail.com,,$2y$10$dORgAPBMM1.vpXGI5XhYouJTxvUYS4fPLHVq2ES9QXUIBkkrcXWiO,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
435,LAURENT,MARCOS,PARDO,16457281,'2012-06-16',74126329,M,CALLE GUARAYOS 121,LAURENTMARCOSPARDO@gmail.com,,$2y$10$mekKbIdK3X30FX9w2z/XSerulD07dTfS3gpx9Rn9wTwbgriYJLEcG,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
436,EITHAN,MERUBIA,RODRIGUEZ,17022377,'2012-05-14',74126330,M,AV. 15 DE ABRIL 232,EITHANMERUBIARODRIGUEZ@gmail.com,,$2y$10$xGB5.SDdJJK36/JHzdJEs.vD0NT9LjaB8m7R3feWLOSmotsGoxkDy,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
437,MATEO,ORTEGA,VALENCIA,16455434,'2012-06-12',74126331,M,CALLE ÑUFLO DE CHÁVEZ 343,MATEOORTEGAVALENCIA@gmail.com,,$2y$10$29hwd4P1ISgNazc4fZx4P.vGAqG4E5ChC2raI4LQo6lcybV7miUpm,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
438,JUAN,PEREZ,CHUVE,16442534,'2012-05-09',74126332,M,AV. 27 DE MAYO 454,JUANPEREZCHUVE@gmail.com,,$2y$10$Lb1y9O970YpDdmDqj8gewObOwFk.hd7UgebamRZ3pJlV4tv6URvSS,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
439,MIA,RIBERA,MARIACA,16426510,'2012-03-14',74126333,F,CALLE BALLIVIÁN 565,MIARIBERAMARIACA@gmail.com,,$2y$10$IlfI.yMy7aAvgNDLc3vC.OQn9PtMNtmyI6jLDAMYQvBaqVLJZVkue,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
440,THIAGO,RIVERO,PEREDO,16341047,'2012-01-20',74126334,M,AV. 6 DE AGOSTO 676,THIAGORIVEROPEREDO@gmail.com,,$2y$10$F0Iz.aJG1VDnHd3aPff0e.957Xzv1PV8JGNvqTdBwXzNcorjpxe4S,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
441,LUCAS,SENSANO,EGUEZ,16158296,'2013-09-28',74126335,M,CALLE AROMA 787,LUCASSENSANOEGUEZ@gmail.com,,$2y$10$ny0bKKIunrh6h6W3p81lk.3dupDQFFVOpTLEEl46k8O/Zvm7W5mOG,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
442,BILLY,SEVERICHE,PAROBA,16462463,'2012-06-29',74126336,M,AV. 12 DE JULIO 898,BILLYSEVERICHEPAROBA@gmail.com,,$2y$10$gby3WwwDWdNXqerdkneeieg2vud7BIwmgtzP1q8qlkH..GTHdKVV.,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
443,JESSIAH,SUPEPI,SAUCEDO,16302926,'2012-01-04',74126337,F,CALLE LEMOINE 909,JESSIAHSUPEPISAUCEDO@gmail.com,,$2y$10$HwIeNhW9W8JlQ6Ia8I/xE.PciBl4OxsLbw4eWcN14urq2auDnqzuG,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
444,ALEXA,TAPIA,IBAÑEZ,16150003,'2013-09-23',74126338,F,AV. 25 DE MAYO 111,ALEXATAPIAIBAÑEZ@gmail.com,,$2y$10$y0AWDdmSm.5dPZcwGf.q3OWgfLg.jnd8WmJME0vyAIZqpMyMI2N0.,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
445,VICTORIA,USIEDA,CLAROS,16268298,'2013-12-10',74126339,F,CALLE ANICETO ARCE 222,VICTORIAUSIEDACLAROS@gmail.com,,$2y$10$3Ocah1vLhWquGfH/Zb.O0.Z4hWdK3Bo9FIfzycIv6n1D/2OArQVny,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
446,NAIM,VARGAS,TERRAZAS,16241487,'2013-11-19',74126340,M,AV. 24 DE SEPTIEMBRE 333,NAIMVARGASTERRAZAS@gmail.com,,$2y$10$6trzH3LxiSp7/NMxbpjxnOFT0qvZBXJ3HX76XJOfpRzDYxe6hjBnC,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
447,HACSA,VELA,SOLAMAYO,17509167,'2013-08-12',74126341,F,CALLE LIBERTAD 444,HACSAVELASOLAMAYO@gmail.com,,$2y$10$FFF/92X6itqIry2Cqjj3n.TSbQQPA4rqm34ktuXM047dCqaY6OM.C,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
448,AUSTIN,VILLALBA,CARMONA,16006392,'2013-07-11',74126342,M,AV. 10 DE NOVIEMBRE 555,AUSTINVILLALBACARMONA@gmail.com,,$2y$10$.0qRGZdrLiXPFz/LpQ/ZL.fDza0mMCO1KQ4dCZVHzG6zwv.P3/PGi,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
449,ALBA,YAMPARA,TINTAYA,16441389,'2012-05-06',74126343,F,CALLE MERCADO 666,ALBAYAMPARATINTAYA@gmail.com,,$2y$10$5PlL5I3fvxxky0iDH2GuDuaGVYSqrO.wrlnUHro24UiWD/pqAUUW6,Est.,,2024-06-07  5:32:47,2024-06-07  5:32:47
